3000000,406,tt0113247,fr,La Haine,/jTzBED0leGPwWDqNewye11qzJgd.jpg,1995-05-31,7.9
7000000,13685,tt0115734,en,Bottle Rocket,/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,1996-02-21,6.8
18000000,2045,tt0118040,en,Unforgettable,/qQek3X5Yv0iLZqQ98KWIKtE3x4m.jpg,1996-02-23,5.3
12000000,9614,tt0116483,en,Happy Gilmore,/pG5edeKkntnt5A799Y0UNI5hi9W.jpg,1996-02-16,6.5
24000000,688,tt0112579,en,The Bridges of Madison County,/czRuGEx9Yhnh6nApirTLPToxHNu.jpg,1995-05-28,7.3
13365000,43612,tt0112556,en,Le Bonheur est dans le pré,/4PlYwKSqsjKFr4hjh61KukRIRvy.jpg,1995-01-31,7.0
72000000,197,tt0112573,en,Braveheart,/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,1995-05-24,7.7
1300000,103,tt0075314,en,Taxi Driver,/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg,1976-02-07,8.1
35000000,43566,tt0115645,en,Before and After,/yTDzXDKNGlmGYk5HuEeZUAypo1p.jpg,1996-02-23,5.8
25000000,78406,tt0114536,en,Steal Big Steal Little,/dMSEHHiHaCS5lZ7gfkuAH701sBW.jpg,1995-09-29,5.1
40000000,11066,tt0103859,en,Boomerang,/3dDufFHAuVXpfMdXkDUC0M0Y5TL.jpg,1992-06-30,5.4
7000000,2074,tt0116324,en,Flirting with Disaster,/pxxYa68L05ZR4vMwc6yB8KqXslo.jpg,1996-03-22,6.3
17000000,27793,tt0110647,en,The NeverEnding Story III,/driZCEKL79PaCsZNICSU3xd59sk.jpg,1994-10-26,4.4
25000000,2259,tt0107151,en,The House of the Spirits,/zcm1tp34jNFbTltJhlr7bsvIvmh.jpg,1993-10-19,6.7
40000000,106143,tt0110097,en,I'll Do Anything,/nTDUwFB9FlNxb6yMI6qJRPNrZcd.jpg,1994-02-04,5.7
50000000,11863,tt0113451,en,Jade,/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg,1995-10-13,5.1
60000000,9302,tt0118055,en,Up Close & Personal,/bxRJQjCsJu6j4lvphjVJ5knNebs.jpg,1996-03-01,5.9
31000000,11000,tt0115685,en,The Birdcage,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,1996-03-08,6.7
19000000,9737,tt0112442,en,Bad Boys,/1dKsSfpAqWSc5UJT9VIqK5JVFI5.jpg,1995-04-07,6.5
4000000,22279,tt0112427,en,An Awfully Big Adventure,/e8YzXziAXKIqnWJbLI6OzbdkGYD.jpg,1995-07-21,6.0
1500000,9344,tt0113540,en,Kids,/gMuV7ORN8rRfQPMImby8KRGihO2.jpg,1995-07-28,6.8
52000000,568,tt0112384,en,Apollo 13,/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,1995-06-30,7.3
28000000,11780,tt0114287,en,Rob Roy,/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,1995-04-13,6.5
100000000,414,tt0112462,en,Batman Forever,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,1995-06-16,5.2
2000000,5894,tt0112541,en,Blue in the Face,/qa9yf3OlfXbYBb0af0mpawGB6TI.jpg,1995-09-15,6.8
11000000,1775,tt0109370,en,Canadian Bacon,/qnKARYBofUzHkBY8x9GWSNSoota.jpg,1995-06-08,5.9
50000000,8839,tt0112642,en,Casper,/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,1995-05-26,6.0
25000000,20649,tt0112688,en,Clockers,/ugGhvQoGBrefqmkeBvBgT4YVCRk.jpg,1995-09-15,6.8
50000000,10329,tt0112715,en,Congo,/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,1995-06-09,5.0
53000000,8963,tt0112740,en,Crimson Tide,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,1995-05-12,7.0
120,13701,tt0110116,en,Immortal Beloved,/meRFVzGpBJiObWfdtOoNr0UPsP4.jpg,1994-12-16,6.9
7000000,8068,tt0112851,en,Desperado,/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg,1995-08-25,6.8
27000000,8512,tt0112857,en,Devil in a Blue Dress,/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg,1995-09-15,6.3
90000000,1572,tt0112864,en,Die Hard: With a Vengeance,/ivpXGcsPZglyYrN65THWSD7JM3q.jpg,1995-05-19,6.9
55000000,6520,tt0113071,en,First Knight,/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg,1995-07-07,5.9
20000000,10428,tt0113243,en,Hackers,/uu62T87qkLkapeuu7ArlnQ6tAap.jpg,1995-09-14,6.2
25000000,9886,tt0113481,en,Johnny Mnemonic,/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg,1995-05-26,5.5
90000000,9482,tt0113492,en,Judge Dredd,/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg,1995-06-30,5.4
500000,9071,tt0113677,en,Living in Oblivion,/sWWb7tX3eEX7M0B7t89Gh9rDctX.jpg,1995-01-20,7.2
6000000,2293,tt0113749,en,Mallrats,/4saVIltqkhq9is5NmD7N87Q40M.jpg,1995-10-20,6.8
15000000,9070,tt0113820,en,Mighty Morphin Power Rangers: The Movie,/A3ijhraMN0tvpDnPoyVP7NulkSr.jpg,1995-06-30,5.2
2,48787,tt0110604,en,Mute Witness,/1AJujK1IjuyxvIG8pjmef9qJsnQ.jpg,1995-09-28,6.4
22000000,1642,tt0113957,en,The Net,/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg,1995-07-28,5.6
150000,36196,tt0114095,en,Party Girl,/iYM0EdHrcbu8rhkDKVBkDcZEo8t.jpg,1995-06-09,5.8
8,11980,tt0114194,en,The Prophecy,/A3aYGp8LLxuFdzG2ETnhfbWPk7h.jpg,1995-09-01,6.4
50000000,10533,tt0114345,en,The Scarlet Letter,/g46rChf49Qgq28RJ22iWwvsK7nO.jpg,1995-10-13,5.5
45000000,10802,tt0114436,en,Showgirls,/7O2SxrsXYaGFZ5cZgJF0Ab5SV5J.jpg,1995-09-22,4.9
7000000,10149,tt0114478,en,Smoke,/dku3aLprH3j1ilSsubW9Pbgfe0y.jpg,1995-06-09,7.2
35000000,9348,tt0114508,en,Species,/94P6kzKH8aPmQmPr9yZjgy7BtQQ.jpg,1995-07-07,5.5
14000000,79593,tt0114666,en,The Tie That Binds,/uCPwXcYZ8G5Xi5h8zonBco980Dk.jpg,1995-09-08,4.6
42000000,281,tt0114558,en,Strange Days,/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg,1995-10-13,6.8
60000000,3512,tt0114781,en,Under Siege 2: Dark Territory,/6Z1p71nkm45cYuIZWOx5JSCYc0o.jpg,1995-07-13,5.6
20000000,9560,tt0114887,en,A Walk in the Clouds,/iZ4FNVYVUx6NS7HXMiNJTGgSo7H.jpg,1995-08-11,6.5
175000000,9804,tt0114898,en,Waterworld,/yordVJcPLh3VNRL7bXzFIBEhXRr.jpg,1995-07-28,5.9
8000000,31611,tt0114928,en,White Man's Burden,/aaFpmILNyNSReVgzKGFu8iKNYzi.jpg,1995-12-01,5.1
30000000,65796,tt0114938,en,Wild Bill,/qIgslXL0NDtSlcHxISACLwWbkRJ.jpg,1995-12-01,5.9
2500000,76,tt0112471,en,Before Sunrise,/jsQy4ZbPHA8hE2O6QU05PpofI61.jpg,1995-01-27,7.7
10000000,11017,tt0112508,en,Billy Madison,/5mP8F0NYSVrwrlWRCSD4uywMNnX.jpg,1995-02-10,6.2
21000000,9382,tt0112571,en,Boys on the Side,/dcgbt8FkRLvQjaheVlylPSQeTKC.jpg,1995-02-03,6.3
27000,2292,tt0109445,en,Clerks,/dmNytzvQTjylI83qrgDoS1KQ0ev.jpg,1994-09-13,7.4
25000000,1909,tt0112883,en,Don Juan DeMarco,/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg,1994-10-01,6.3
55000000,8984,tt0109635,en,Disclosure,/qbwcjmHnXkeE8l7wNBsdnlrp3J4.jpg,1994-12-09,5.9
45000000,4954,tt0109676,en,Drop Zone,/pVgdUHeIVEILyRISE4ysA8I6a8T.jpg,1994-12-08,5.1
16000000,8467,tt0109686,en,Dumb and Dumber,/3PEAkZHa8ehfUkuKbzmQNRTTAAs.jpg,1994-12-16,6.5
10500000,17207,tt0110066,en,Houseguest,/hJ1t3dz51ZirOZVzse9LpmW5Mnw.jpg,1995-01-06,6.0
18000000,522,tt0109707,en,Ed Wood,/9qBe2sUDyY2dFH1iHq0SZb1G4QG.jpg,1994-09-27,7.3
15000000,27303,tt0113303,en,Hideaway,/oVaurD05v55CklwT62uZwENXDw1.jpg,1995-03-03,5.0
700000,14275,tt0110057,en,Hoop Dreams,/g5yIxuzZ3LFRxDa8SBQybJJhXng.jpg,1994-09-12,7.7
5000000,1024,tt0110005,en,Heavenly Creatures,/5ek49TUeqStPmKwNdxrCSUAdXNe.jpg,1994-09-02,6.9
25000000,11777,tt0110099,en,I.Q.,/kAYymfWcktoHSjQJEtfEIeByZR9.jpg,1994-12-24,5.9
60000000,628,tt0110148,en,Interview with the Vampire,/hldXwwViSfHJS0kIJr07KBGmHJI.jpg,1994-11-11,7.2
14000000,87729,tt0113463,en,Jefferson in Paris,/qKr3Mgo1HB3HkGTAVoVEpOSWlp2.jpg,1995-03-31,5.2
60000000,6280,tt0110216,en,Junior,/bwt2hkLGKo5KAVMCw4u1umUPhax.jpg,1994-11-22,4.7
40000000,6071,tt0113552,en,Kiss of Death,/uQjFpAEF6GUIKW46sbndWtsEQSl.jpg,1995-04-21,5.7
11000000,11,tt0076759,en,Star Wars,/btTdmkgIvOi0FFip1sPuZI2oQG6.jpg,1977-05-25,8.1
18000000,9587,tt0110367,en,Little Women,/tD9YDE8pjtSvvKUpkmooE6YDSm8.jpg,1994-12-21,7.0
17000000,19101,tt0113670,en,A Little Princess,/a7LslH4Ofdvi1oam9Bbhb2UyMR2.jpg,1995-05-10,7.4
10000000,17961,tt0109731,fr,L'Enfer,/9ACPvC1XFRta8SXA816C0my32TG.jpg,1994-02-16,6.6
2000000,18183,tt0103994,es,Como agua para chocolate,/3nU4id8Ul2pEGVfIWl1r9wSzBeC.jpg,1992-04-16,6.6
30000000,4476,tt0110322,en,Legends of the Fall,/uh0sJcx3SLtclJSuKAXl6Tt6AV0.jpg,1994-12-16,7.2
60000000,43742,tt0110391,en,Love Affair,/mQMCPf0GUaOjKYFTdmL8w8udnJX.jpg,1994-10-21,4.3
15000000,24070,tt0110538,en,Mixed Nuts,/q4kYWVXsPhD23XhGCBaWHoEITHC.jpg,1994-12-21,5.2
17000000,28313,tt0113691,en,Losing Isaiah,/h0IjNfD1D7WVR70JpvMMWhNVx4N.jpg,1995-03-17,6.4
45000000,3036,tt0109836,en,Frankenstein,/uG0YLHdiBuWBv99MLwthucsvKLZ.jpg,1994-11-04,6.1
6,17402,tt0113808,en,Miami Rhapsody,/jn2kmqCgRcloNYr121BB4BmgSRu.jpg,1995-01-27,5.6
5500000,38722,tt0113896,en,My Family,/wDV4MCBmmTdgNQTv2tYbQg5diaB.jpg,1995-05-03,7.0
31000000,1945,tt0110638,en,Nell,/4XLF6QkUqMDL5SLDEw1nrpSMk8N.jpg,1994-12-23,6.1
4800000,56428,tt0106402,en,Beyond Bedlam,/h7hwxnIC997ceboreSmEZo82bAw.jpg,1994-04-22,4.0
2535000,85589,tt0113557,no,Kjærlighetens kjøtere,/pJP3rEQt3OgqmScJvN7klDo2pZd.jpg,1995-09-29,6.4
34000000,241,tt0110632,en,Natural Born Killers,/w5sruoTQ87PFAGRJQyyaCOM1C4A.jpg,1994-08-25,6.9
50000000,6950,tt0114069,en,Outbreak,/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,1995-03-10,6.4
16000000,101,tt0110413,fr,Léon,/gE8S02QUOhVnAmYu4tcrBlMTujz.jpg,1994-09-14,8.2
11000000,63020,tt0114113,en,The Perez Family,/paSbLkZL35t2fmdxoQNHv6ckVjw.jpg,1995-05-12,6.6
8000000,680,tt0110912,en,Pulp Fiction,/dM2w364MScsjFf8pfMbaWUcWrR.jpg,1994-09-10,8.3
400000,25296,tt0105652,zh,Pushing Hands,/vUHVplZlDzSGJuDrxFlBVo1zmem.jpg,1992-02-01,6.1
32000000,12106,tt0114214,en,The Quick and the Dead,/50ZzhAMO6nunlCp7FrGj7VoLxJV.jpg,1995-02-09,6.2
15000000,3586,tt0110907,en,Prêt-à-Porter,/jP8ONbgwpQm5ojrtFuKCwvG1wCs.jpg,1994-12-23,5.3
35000000,22586,tt0111333,en,The Swan Princess,/oYp2bckWNBKOIbznjAfypVoMOFl.jpg,1994-11-18,6.5
45000000,2636,tt0111255,en,The Specialist,/flK0OtdFRvfbs5BixEqU327H8ZB.jpg,1994-10-07,5.5
55000000,2164,tt0111282,en,Stargate,/39WsfbB5BshvdbPAYRFXdsjC481.jpg,1994-10-27,6.8
22000000,11395,tt0111070,en,The Santa Clause,/hrZjAYAF1o37k4Qb442c4yxwVLw.jpg,1994-11-10,6.3
25000000,278,tt0111161,en,The Shawshank Redemption,/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg,1994-09-23,8.5
32,36614,tt0111309,en,The Sum of Us,/rAQAUf6HHUyoT2Ii6jUmzMu5Ppf.jpg,1994-07-12,6.0
25000000,9067,tt0114614,en,Tank Girl,/n3QWQhb5oVJxTLNKMLmA9xC5XwB.jpg,1995-03-31,5.5
38000000,193,tt0111280,en,Star Trek: Generations,/wjrXjlNpDq9U8vYmAwf420yDFtn.jpg,1994-11-17,6.4
6000000,25066,tt0114609,en,Tales from the Hood,/3OrapxFNr12AhRxupQ8Z2jP1D13.jpg,1995-05-24,5.4
6500000,36141,tt0114788,en,The Underneath,/xoMf6741KkVgHMqVWCvflqTHf09.jpg,1995-04-28,5.6
11000000,1587,tt0108550,en,What's Eating Gilbert Grape,/jQLoOPwNxyILwDbdhn9DsfQz0Sg.jpg,1993-12-17,7.5
30000000,9271,tt0114857,en,Virtuosity,/7vdg9lA1un8TrNLlLKsaQtVqs4a.jpg,1995-08-04,5.4
17000000,2064,tt0114924,en,While You Were Sleeping,/9StV7DX4ZtRZGJs9VcVEPvxIKL6.jpg,1995-04-21,6.5
3000000,236,tt0110598,en,Muriel's Wedding,/qoZShHm8QTrHAR80LypwI0SYp8I.jpg,1994-09-29,6.9
15000000,3049,tt0109040,en,Ace Ventura: Pet Detective,/nZirljb8XYbKTWsRQTplDGhx39Q.jpg,1994-02-04,6.4
5000000,10497,tt0104779,en,Bitter Moon,/sUiqWj0k5oPcThd1WaXvt9Vymzr.jpg,1992-09-02,7.0
62000000,9331,tt0109444,en,Clear and Present Danger,/avRDucB3FLf1Xz5532hbOYd1giX.jpg,1994-08-03,6.4
45000000,10731,tt0109446,en,The Client,/bCWpxGGcP9DsCLwfNpnfcl1vLk8.jpg,1994-07-20,6.4
15000000,9495,tt0109506,en,The Crow,/vrQZSCP3WeYXCTXdJQ6mXgxb9L4.jpg,1994-05-11,7.3
46000000,888,tt0109813,en,The Flintstones,/dnYXJZgstixBsOjF4JJrPCDRd2n.jpg,1994-05-26,5.0
55000000,13,tt0109830,en,Forrest Gump,/yE5d3BUhE8hCnkMUJOo1QDoOGNz.jpg,1994-07-06,8.2
6000000,712,tt0109831,en,Four Weddings and a Funeral,/md9kMKnLG8LG4pMDM98gy5x4K5L.jpg,1994-03-09,6.6
45000000,10879,tt0110093,en,I Love Trouble,/kOiWROfIm3Drk4EHr4XdNKNk5oZ.jpg,1994-06-29,5.3
45000000,8587,tt0110357,en,The Lion King,/bKPtXn9n4M4s8vvZrbw40mYsefB.jpg,1994-06-23,8.0
35000000,1689,tt0107426,en,Little Buddha,/lXbIlZEisZs2V44YGA6yr4PBHZs.jpg,1993-12-01,6.0
14000000,11596,tt0111686,en,New Nightmare,/oLEZibnraixTE68rTaYv4FEmvYd.jpg,1994-10-13,6.4
23000000,854,tt0110475,en,The Mask,/v8x8p441l1Bep8p82pAG6rduBoK.jpg,1994-07-29,6.6
6000000,12280,tt0110771,en,The Paper,/3FMfcgvjwgmyoT6Pp89wALzSUHT.jpg,1994-03-18,6.1
11500000,2788,tt0110950,en,Reality Bites,/gbi7dmxPNVqJQpKnHOpZ9dmeWAO.jpg,1994-02-18,6.5
8000000,10427,tt0105226,en,Red Rock West,/d1TwyCjnJMKIgMw0CgH2nQsKZAN.jpg,1993-07-08,6.4
40000000,11011,tt0110989,en,Ri¢hie Ri¢h,/hbNmaqJcjg4ChZ5vvfQpNzizoiR.jpg,1994-12-19,5.4
45000000,8987,tt0110997,en,The River Wild,/8NFAQxZud5Kisw1sd9WxfBG54.jpg,1994-09-30,6.1
30000000,1637,tt0111257,en,Speed,/bDLiyoxdK8mZHaeYVOxMZj7WGkb.jpg,1994-06-09,6.8
27000000,8831,tt0111438,en,Timecop,/jCuhVKfj0vvR7iH8D5Aa0Q1ZX8e.jpg,1994-09-15,5.5
115000000,36955,tt0111503,en,True Lies,/mTAHr5h5i64hTLqo0cW2X2083Cx.jpg,1994-07-14,6.8
63000000,12160,tt0111756,en,Wyatt Earp,/zSGDgcWHqmQxmX4mLJZgT5UgLjj.jpg,1994-06-24,6.5
10000000,26352,tt0110399,en,A Low Down Dirty Shame,/2R1vC1krfvX4U7ObdOCtQak2mgY.jpg,1994-11-23,6.0
45000,315,tt0059170,en,"Faster, Pussycat! Kill! Kill!",/u0YrGkpjL5H190qqEsQavZ2WrV5.jpg,1965-08-06,6.5
7000000,22067,tt0110186,en,Jason's Lyric,/3dYMkjzABC2KRvyHvBjhEg4gaBj.jpg,1994-09-28,5.9
35000000,11667,tt0111301,en,Street Fighter,/1Q5YdK91oJBXJcbCuZhKXeY4vP1.jpg,1994-12-22,4.1
26000000,8011,tt0110027,en,Highlander III: The Sorcerer,/8ZeckjmtObR3QPjzSm4X656vFS2.jpg,1994-11-29,4.5
8000000,2654,tt0113409,en,In the Mouth of Madness,/xgrCUFFimv5gom3X01KpLIPVt1E.jpg,1994-12-12,7.1
34000000,10436,tt0106226,en,The Age of Innocence,/xdkFwyufgtTR4E9rk4CL2r4l00a.jpg,1993-09-17,7.0
17080000,46094,tt0109067,en,The Air Up There,/9DqFILk5EHGRpBF1nM0lcFkjEdC.jpg,1994-01-07,5.1
3200000,16771,tt0109219,en,Barcelona,/ykfnXaAvepoUeGpDlqQTLAcTjjr.jpg,1994-07-29,6.6
40000000,46924,tt0106379,en,Being Human,/eFf8wEH273Bij2O9d9LCLDu4fdU.jpg,1994-05-06,5.0
50000000,306,tt0109254,en,Beverly Hills Cop III,/tw9gAhqQcBFX0X0XfVbWqUsmzoU.jpg,1994-05-24,5.5
13000000,4722,tt0106452,en,Body Snatchers,/4GLnErLrLfban9JDCOsxB9Xeegq.jpg,1993-06-09,5.8
22000000,1607,tt0106489,en,A Bronx Tale,/wlYIwDwk53R4h0uMnpK1NAhHqdg.jpg,1993-09-14,7.4
13000000,117553,tt0106505,en,Calendar Girl,/lr24NrKyzKjkAtFOi0uveKeqfIE.jpg,1993-09-03,3.7
30000000,6075,tt0106519,en,Carlito's Way,/tGPqPHuOCbyFxwllrYgKkPDu9xB.jpg,1993-11-10,7.7
70000000,9350,tt0106582,en,Cliffhanger,/8XefYka77ypAnPJvaVlfUGBBs4a.jpg,1993-05-28,6.1
40000000,2124,tt0109456,en,Color of Night,/qvNWTJ8m65DDGr8olt1o39OQVkH.jpg,1994-08-19,5.4
6900000,9571,tt0106677,en,Dazed and Confused,/ksw0G7zSM98rKZWNwl5EuEgpXpt.jpg,1993-09-24,7.4
57000000,9739,tt0106697,en,Demolition Man,/k0PN3Ho12cGGIVJW7SCS7apLYaP.jpg,1993-10-08,6.4
8000000,34444,tt0106834,en,Even Cowgirls Get the Blues,/i6EHIy9L2OEWuEA0tnehi9PFkdi.jpg,1994-05-13,4.2
30000000,9024,tt0106941,en,For Love or Money,/j6ETIHrcTYb6roZmnHhoQ0LDsu1.jpg,1993-10-01,5.7
42000000,37233,tt0106918,en,The Firm,/ykoBRyHWvP3akdo98UcIxWAHXeu.jpg,1993-06-30,6.6
20000000,1634,tt0106965,en,Free Willy,/vIjiTSNA52VGGP9eeegNaMKXNhf.jpg,1993-07-16,6.0
44000000,5503,tt0106977,en,The Fugitive,/3gzLGFBoJM1xlNk0Ulzp0cJ6uPp.jpg,1993-08-06,7.2
35000000,35588,tt0107004,en,Geronimo: An American Legend,/cipYLKXoT3PRPIccwUN47bZvYhO.jpg,1993-12-10,5.9
30000000,41579,tt0109891,en,Getting Even with Dad,/n8n8wp812DKzLOi9Eow5Ajomm67.jpg,1994-06-17,4.5
18000000,2019,tt0107076,en,Hard Target,/6WEu60V7EzncuFJSVmGJzhFvs4I.jpg,1993-08-20,6.1
33000000,31642,tt0107096,en,Heaven & Earth,/hXSUatA39pbfwaqOGFHFdwswAXc.jpg,1993-12-24,6.4
25000000,9255,tt0107144,en,Hot Shots! Part Deux,/oOXt9gmvsbnoNAx6s202GDTirfw.jpg,1993-05-21,6.2
30000000,11934,tt0110074,en,The Hudsucker Proxy,/olViHNQHPy18SOJvbAI1bXUjHXI.jpg,1994-03-11,7.1
40000000,9386,tt0107206,en,In the Line of Fire,/vXgWOXa7m3cEhOhYjR5q2UZCBBp.jpg,1993-07-08,6.8
